Number	Associated	TaxRank	MinScore	NextMaxScore
10796	Pegunavirus	Genus	97:05:00	58:09:00
18274	Proboscivirus	Genus	144:06:00	82:03:00
11816	Krischvirus	Genus	135:07:00	126:03:00
5337	Oshimavirus	Genus	88:02:00	87:07:00
18056	Andromedavirus	Genus	645:06:00	445:04:00
15122	Mimivirus	Genus	35:03:00	
10891	Pegunavirus	Genus	182:01:00	157:09:00
6427	Ebolavirus	Genus	541:01:00	471:08:00
25586	Lomovskayavirus	Genus	486:04:00	285:02:00
19387	Pandoravirus	Genus	74:00:00	52:09:00
14162	Kostyavirus	Genus	110:05:00	57:04:00
3495	Avipoxvirus	Genus	86:09:00	43:04:00
14169	Bixzunavirus	Genus	227:07:00	155:00:00
7118	Mimivirus	Genus	40:05:00	
14442	Cheoctovirus	Genus	219:03:00	204:04:00
8379	Orthopoxvirus	Genus	43:02:00	38:04:00
10457	Firehammervirus	Genus	463:05:00	55:05:00
21810	Cyprinivirus	Genus	192:01:00	58:05:00
19768	Silviavirus	Genus	1202:04:00	1143:09:00
22912	Septimatrevirus	Genus	134:03:00	128:03:00
10153	Simplexvirus	Genus	33:08:00	
873	Simplexvirus	Genus	95:05:00	
10613	Fletchervirus	Genus	187:03:00	56:03:00
26995	Nepovirus	Genus	64:09:00	31:07:00
20557	Lymphocryptovirus	Genus	252:09:00	
1584	Orthopoxvirus	Genus	340:04:00	330:09:00
11053	Bixzunavirus	Genus	146:00:00	132:08:00
24344	Liefievirus	Genus	359:08:00	115:04:00
25132	Chlorovirus	Genus	178:00:00	122:09:00
23508	Rauchvirus	Genus	216:05:00	200:07:00
15890	Pipefishvirus	Genus	122:08:00	60:09:00
8820	Orthopoxvirus	Genus	54:04:00	53:01:00
321	Potyvirus	Genus	57:02:00	47:01:00
7419	Mimivirus	Genus	239:05:00	170:03:00
17005	Ascovirus	Genus	189:00:00	77:04:00
11366	Phifelvirus	Genus	236:07:00	235:05:00
7120	Mimivirus	Genus	174:09:00	
16563	Ithacavirus	Genus	303:09:00	281:09:00
654	Mastadenovirus	Genus	195:06:00	50:04:00
1875	Detrevirus	Genus	340:02:00	294:07:00
10154	Simplexvirus	Genus	33:00:00	
13940	Varicellovirus	Genus	140:03:00	34:04:00
7857	Mimivirus	Genus	414:09:00	256:00:00
17579	Mimivirus	Genus	280:06:00	207:04:00
14494	Timquatrovirus	Genus	188:02:00	144:04:00
15270	Mimivirus	Genus	337:03:00	51:00:00
23496	Tinduovirus	Genus	283:00:00	278:02:00
10622	Fletchervirus	Genus	425:07:00	73:02:00
17127	Cytomegalovirus	Genus	46:08:00	34:03:00
18159	Biseptimavirus	Genus	312:04:00	311:04:00
22489	Percavirus	Genus	223:06:00	71:04:00
2575	Alphavirus	Genus	35:00:00	
10279	Vhmlvirus	Genus	137:05:00	70:05:00
1559	Orthopoxvirus	Genus	188:06:00	173:08:00
3722	Asfivirus	Genus	175:03:00	
8591	Cytomegalovirus	Genus	93:06:00	
4601	Gelderlandvirus	Genus	192:05:00	190:04:00
3735	Asfivirus	Genus	210:05:00	
3753	Asfivirus	Genus	416:07:00	
7947	Mimivirus	Genus	482:06:00	155:07:00
17689	Mimivirus	Genus	34:06:00	34:01:00
3733	Asfivirus	Genus	287:07:00	
8841	Kobuvirus	Genus	103:08:00	101:00:00
1564	Orthopoxvirus	Genus	612:01:00	585:04:00
6493	Mardivirus	Genus	434:08:00	422:04:00
19504	Pandoravirus	Genus	94:05:00	40:00:00
6887	Mimivirus	Genus	284:06:00	203:01:00
3741	Asfivirus	Genus	384:06:00	33:04:00
8827	Orthopoxvirus	Genus	32:04:00	
23387	Cytomegalovirus	Genus	45:06:00	42:08:00
9997	Bixzunavirus	Genus	485:09:00	318:06:00
3313	Polerovirus	Genus	91:02:00	
18524	Tsarbombavirus	Genus	261:06:00	249:00:00
8527	Cytomegalovirus	Genus	72:01:00	
3750	Asfivirus	Genus	597:05:00	38:06:00
16245	Ephemerovirus	Genus	101:03:00	36:00:00
18910	Pandoravirus	Genus	118:04:00	51:00:00
27503	Chloriridovirus	Genus	869:07:00	180:03:00
659	Mastadenovirus	Genus	62:06:00	32:07:00
21894	Varicellovirus	Genus	108:01:00	34:02:00
25156	Chlorovirus	Genus	117:05:00	50:00:00
10900	Bixzunavirus	Genus	118:09:00	87:00:00
14715	Fromanvirus	Genus	39:08:00	
31030	Pepyhexavirus	Genus	1593:03:00	763:07:00
6	Pegivirus	Genus	31:07:00	
7184	Mimivirus	Genus	306:09:00	226:07:00
3224	Alphabaculovirus	Genus	255:04:00	225:09:00
19384	Pandoravirus	Genus	60:06:00	56:04:00
652	Mastadenovirus	Genus	46:02:00	
254	Closterovirus	Genus	130:04:00	31:07:00
1310	Pegivirus	Genus	37:04:00	
20783	Rogunavirus	Genus	149:04:00	62:09:00
16225	Agtrevirus	Genus	237:04:00	234:02:00
24549	Moonvirus	Genus	138:06:00	96:04:00
1713	Orthopoxvirus	Genus	122:01:00	65:08:00
22429	Betalipothrixvirus	Genus	293:09:00	234:03:00
20175	Marseillevirus	Genus	161:07:00	110:00:00
881	Simplexvirus	Genus	66:04:00	34:02:00
10432	Firehammervirus	Genus	75:04:00	68:09:00
18998	Pandoravirus	Genus	223:01:00	62:07:00
26299	Solendovirus	Genus	135:08:00	119:02:00
7375	Mimivirus	Genus	75:09:00	72:08:00
27632	Chlorovirus	Genus	249:02:00	132:02:00
6405	Gammacoronavirus	Genus	120:02:00	76:02:00
625	Mastadenovirus	Genus	65:02:00	38:02:00
11386	Phifelvirus	Genus	280:04:00	279:02:00
9764	Robigovirus	Genus	120:01:00	44:01:00
9109	Wbetavirus	Genus	322:00:00	299:01:00
1178	Zindervirus	Genus	84:08:00	83:05:00
1642	Orthopoxvirus	Genus	107:07:00	107:03:00
2513	Mastadenovirus	Genus	50:00:00	33:05:00
24339	Phayoncevirus	Genus	293:01:00	258:02:00
1191	Pipefishvirus	Genus	174:09:00	66:04:00
27731	Chunghsingvirus	Genus	191:08:00	159:00:00
11936	Slopekvirus	Genus	101:01:00	100:09:00
23485	Tinduovirus	Genus	318:08:00	309:04:00
1063	Lymphocryptovirus	Genus	115:03:00	
1062	Lymphocryptovirus	Genus	87:08:00	
5869	Myxoctovirus	Genus	1012:02:00	737:08:00
624	Mastadenovirus	Genus	44:03:00	37:02:00
3601	Rudivirus	Genus	1250:07:00	109:07:00
4591	Tequatrovirus	Genus	104:09:00	101:05:00
28789	Seunavirus	Genus	305:00:00	290:03:00
18219	Kochikohdavirus	Genus	128:05:00	100:01:00
5014	Pepyhexavirus	Genus	312:04:00	107:01:00
8082	Mimivirus	Genus	516:03:00	137:05:00
6407	Gammacoronavirus	Genus	132:04:00	
7578	Chlorovirus	Genus	274:06:00	191:06:00
10849	Pegunavirus	Genus	93:06:00	93:04:00
4156	Muromegalovirus	Genus	284:03:00	
3681	Asfivirus	Genus	145:04:00	
30916	Coopervirus	Genus	90:05:00	76:09:00
140	Cytomegalovirus	Genus	237:08:00	236:06:00
26328	Papanivirus	Genus	276:08:00	65:06:00
11947	Slopekvirus	Genus	306:07:00	202:04:00
15317	Mimivirus	Genus	131:05:00	71:01:00
15617	Iltovirus	Genus	339:05:00	59:09:00
2551	Capripoxvirus	Genus	113:07:00	110:05:00
8362	Chloriridovirus	Genus	212:09:00	189:01:00
15845	Rosebushvirus	Genus	154:07:00	50:07:00
26695	Krischvirus	Genus	96:04:00	78:09:00
22617	Gaprivervirus	Genus	137:06:00	98:09:00
27519	Chloriridovirus	Genus	189:02:00	
11608	Kagunavirus	Genus	42:01:00	
24131	Emdodecavirus	Genus	198:06:00	118:02:00
29313	Homburgvirus	Genus	978:05:00	
23858	Kochikohdavirus	Genus	187:08:00	58:02:00
19140	Pandoravirus	Genus	32:07:00	
23830	Kochikohdavirus	Genus	131:00:00	
19050	Pandoravirus	Genus	305:04:00	
18794	Cbastvirus	Genus	142:02:00	
22758	Potyvirus	Genus	447:04:00	35:00:00
19617	Pandoravirus	Genus	220:08:00	
4302	Cyprinivirus	Genus	233:02:00	
30857	Helsingorvirus	Genus	316:06:00	33:08:00
18899	Pandoravirus	Genus	143:00:00	
2900	Whispovirus	Genus	289:04:00	
29195	Certrevirus	Genus	192:03:00	
30890	Chloriridovirus	Genus	61:03:00	55:00:00
10399	Firehammervirus	Genus	96:09:00	86:00:00
19344	Pandoravirus	Genus	305:01:00	
15189	Mimivirus	Genus	144:08:00	
28179	Dhillonvirus	Genus	148:01:00	42:09:00
19141	Pandoravirus	Genus	370:08:00	
19008	Pandoravirus	Genus	395:01:00	
29354	Homburgvirus	Genus	407:01:00	
24075	Emdodecavirus	Genus	180:05:00	32:09:00
4344	Cyprinivirus	Genus	438:09:00	
19382	Pandoravirus	Genus	61:05:00	
8861	Circovirus	Genus	195:05:00	45:02:00
10316	Asfivirus	Genus	130:03:00	37:01:00
25945	Yatapoxvirus	Genus	169:08:00	33:09:00
29339	Homburgvirus	Genus	233:02:00	
1767	Mardivirus	Genus	31:08:00	
18960	Pandoravirus	Genus	328:04:00	
18952	Pandoravirus	Genus	255:09:00	
14772	Mardivirus	Genus	89:04:00	
19177	Pandoravirus	Genus	322:02:00	
27798	Betalipothrixvirus	Genus	234:00:00	
2877	Whispovirus	Genus	169:07:00	61:08:00
23255	Slashvirus	Genus	174:02:00	79:09:00
19254	Pandoravirus	Genus	258:02:00	
15510	Mimivirus	Genus	94:01:00	
19412	Pandoravirus	Genus	56:03:00	
19538	Pandoravirus	Genus	121:09:00	
27996	Barnyardvirus	Genus	36:04:00	
19064	Pandoravirus	Genus	280:08:00	
24830	Nankokuvirus	Genus	147:00:00	48:03:00
23352	Nonagvirus	Genus	76:07:00	
17266	Pegunavirus	Genus	78:05:00	
27111	Gammabaculovirus	Genus	94:00:00	36:04:00
25906	Betaentomopoxvirus	Genus	81:01:00	
19037	Pandoravirus	Genus	169:08:00	
17136	Alphabaculovirus	Genus	579:09:00	
25147	Chlorovirus	Genus	108:01:00	37:07:00
2320	Whispovirus	Genus	97:02:00	56:02:00
4237	Cyprinivirus	Genus	851:05:00	
28088	Dhillonvirus	Genus	141:07:00	44:00:00
16356	Rhadinovirus	Genus	114:01:00	
2885	Whispovirus	Genus	314:09:00	
26791	Alphabaculovirus	Genus	49:08:00	
2594	Whispovirus	Genus	175:04:00	
1396	Rhadinovirus	Genus	100:08:00	39:06:00
20429	Marseillevirus	Genus	139:08:00	
24139	Emdodecavirus	Genus	156:06:00	41:07:00
20107	Marseillevirus	Genus	142:04:00	52:01:00
19155	Pandoravirus	Genus	183:00:00	
2677	Whispovirus	Genus	380:00:00	
29367	Homburgvirus	Genus	162:03:00	
19117	Pandoravirus	Genus	603:06:00	
2604	Whispovirus	Genus	157:07:00	33:07:00
22506	Percavirus	Genus	37:06:00	
19110	Pandoravirus	Genus	541:09:00	
18596	Siminovitchvirus	Genus	257:01:00	85:05:00
4401	Cyprinivirus	Genus	154:07:00	37:09:00
19104	Pandoravirus	Genus	560:01:00	
18584	Okubovirus	Genus	128:08:00	85:01:00
19171	Pandoravirus	Genus	69:02:00	
3570	Rudivirus	Genus	43:03:00	
22175	Betabaculovirus	Genus	242:06:00	
23864	Kochikohdavirus	Genus	184:03:00	
30853	Helsingorvirus	Genus	321:02:00	39:04:00
10440	Firehammervirus	Genus	161:06:00	44:00:00
19267	Pandoravirus	Genus	204:03:00	
19090	Pandoravirus	Genus	295:00:00	
18973	Pandoravirus	Genus	223:02:00	
19224	Pandoravirus	Genus	201:03:00	
18606	Siminovitchvirus	Genus	151:03:00	134:07:00
8421	Megalocytivirus	Genus	285:00:00	
18996	Pandoravirus	Genus	206:00:00	
23358	Nonagvirus	Genus	85:08:00	78:08:00
19032	Pandoravirus	Genus	213:09:00	
1805	Mardivirus	Genus	178:00:00	
24985	Lubbockvirus	Genus	126:05:00	124:07:00
27482	Chloriridovirus	Genus	188:03:00	
27251	Silviavirus	Genus	152:04:00	121:02:00
23900	Kochikohdavirus	Genus	101:04:00	
18905	Pandoravirus	Genus	333:02:00	
19972	Saphexavirus	Genus	181:06:00	
28064	Okubovirus	Genus	133:01:00	108:05:00
24055	Emdodecavirus	Genus	237:04:00	47:06:00
19346	Pandoravirus	Genus	149:06:00	
2661	Whispovirus	Genus	166:05:00	40:02:00
19583	Pandoravirus	Genus	116:07:00	
19614	Pandoravirus	Genus	324:08:00	
12366	Tequatrovirus	Genus	111:05:00	
2883	Whispovirus	Genus	83:07:00	33:07:00
9007	Cytomegalovirus	Genus	97:05:00	74:07:00
23932	Emdodecavirus	Genus	207:00:00	39:06:00
16363	Rhadinovirus	Genus	128:08:00	
18992	Pandoravirus	Genus	183:04:00	
19223	Pandoravirus	Genus	592:03:00	
29352	Homburgvirus	Genus	151:06:00	
10406	Firehammervirus	Genus	539:06:00	35:06:00
30588	Caeruleovirus	Genus	107:06:00	
28010	Barnyardvirus	Genus	39:03:00	
10189	Circovirus	Genus	202:03:00	
22277	Omegavirus	Genus	100:06:00	
6574	Megalocytivirus	Genus	166:07:00	
14928	Fromanvirus	Genus	41:04:00	
24005	Emdodecavirus	Genus	197:02:00	63:08:00
18897	Pandoravirus	Genus	397:08:00	
14465	Timquatrovirus	Genus	102:09:00	
19076	Pandoravirus	Genus	348:03:00	
24041	Emdodecavirus	Genus	159:07:00	50:03:00
22796	Tegunavirus	Genus	153:08:00	149:06:00
6450	Alphatectivirus	Genus	130:03:00	
19142	Pandoravirus	Genus	332:08:00	
19121	Pandoravirus	Genus	296:09:00	
2895	Whispovirus	Genus	107:02:00	40:04:00
27297	Alphasphaerolipovirus	Genus	315:06:00	139:05:00
30412	Yokohamavirus	Genus	187:06:00	168:09:00
30854	Helsingorvirus	Genus	155:05:00	33:05:00
21815	Cyprinivirus	Genus	336:08:00	
23940	Emdodecavirus	Genus	155:07:00	39:09:00
2791	Whispovirus	Genus	172:07:00	
29381	Homburgvirus	Genus	91:05:00	
27458	Chloriridovirus	Genus	290:02:00	
29214	Certrevirus	Genus	179:02:00	
23815	Kochikohdavirus	Genus	321:07:00	
18329	Proboscivirus	Genus	83:06:00	33:05:00
23283	Slashvirus	Genus	140:08:00	41:02:00
23828	Kochikohdavirus	Genus	162:03:00	
23816	Kochikohdavirus	Genus	162:06:00	
13134	Schizotequatrovirus	Genus	101:03:00	
23868	Kochikohdavirus	Genus	225:07:00	
19577	Pandoravirus	Genus	158:06:00	
28404	Karamvirus	Genus	176:02:00	163:01:00
28630	Pakpunavirus	Genus	106:01:00	80:02:00
24100	Emdodecavirus	Genus	207:06:00	35:01:00
23289	Slashvirus	Genus	130:08:00	51:07:00
21793	Cepunavirus	Genus	386:04:00	36:02:00
25891	Betaentomopoxvirus	Genus	114:01:00	36:01:00
18979	Pandoravirus	Genus	498:03:00	
12101	Alphabaculovirus	Genus	96:00:00	
19049	Pandoravirus	Genus	313:04:00	
23914	Emdodecavirus	Genus	147:02:00	31:07:00
29348	Homburgvirus	Genus	366:03:00	
23826	Kochikohdavirus	Genus	312:05:00	
8917	Cytomegalovirus	Genus	277:08:00	67:04:00
16261	Alphabaculovirus	Genus	109:06:00	
24006	Emdodecavirus	Genus	117:04:00	75:07:00
16219	Schizotequatrovirus	Genus	201:00:00	
16207	Schizotequatrovirus	Genus	191:06:00	
2696	Whispovirus	Genus	106:00:00	
20665	Alphabaculovirus	Genus	137:00:00	
19074	Pandoravirus	Genus	80:03:00	
25601	Lomovskayavirus	Genus	150:03:00	48:05:00
29312	Homburgvirus	Genus	435:02:00	
19322	Pandoravirus	Genus	248:06:00	
14779	Mardivirus	Genus	184:02:00	43:09:00
19034	Pandoravirus	Genus	309:01:00	
19529	Pandoravirus	Genus	392:06:00	
18991	Pandoravirus	Genus	798:04:00	
6464	Alphatectivirus	Genus	126:09:00	
23414	Gordtnkvirus	Genus	193:09:00	48:01:00
18959	Pandoravirus	Genus	182:04:00	
2629	Whispovirus	Genus	272:00:00	
19127	Pandoravirus	Genus	62:01:00	
25590	Lomovskayavirus	Genus	127:01:00	56:03:00
17306	Mimivirus	Genus	243:06:00	
2792	Whispovirus	Genus	246:04:00	35:05:00
27951	Barnyardvirus	Genus	137:06:00	
11416	Betabaculovirus	Genus	77:07:00	65:08:00
23844	Kochikohdavirus	Genus	163:02:00	
13194	Mimivirus	Genus	164:00:00	
15613	Iltovirus	Genus	115:03:00	41:04:00
23824	Kochikohdavirus	Genus	194:01:00	
2841	Whispovirus	Genus	168:02:00	61:03:00
29309	Homburgvirus	Genus	207:01:00	
10275	Vhmlvirus	Genus	314:05:00	94:04:00
19112	Pandoravirus	Genus	329:07:00	
28989	Wphvirus	Genus	121:03:00	32:00:00
14020	Omegavirus	Genus	140:06:00	41:05:00
19187	Pandoravirus	Genus	83:03:00	
22164	Betabaculovirus	Genus	82:02:00	37:04:00
19599	Pandoravirus	Genus	50:01:00	
30745	Lightbulbvirus	Genus	140:09:00	
25039	Chlorovirus	Genus	154:01:00	
30937	Bequatrovirus	Genus	130:09:00	32:03:00
30852	Helsingorvirus	Genus	166:00:00	65:09:00
26060	Betalipothrixvirus	Genus	72:03:00	
26093	Betalipothrixvirus	Genus	133:05:00	35:04:00
20643	Alphabaculovirus	Genus	111:00:00	
8462	Megalocytivirus	Genus	143:00:00	
29350	Homburgvirus	Genus	58:04:00	
9584	Alphabaculovirus	Genus	330:03:00	
18927	Pandoravirus	Genus	280:08:00	
24602	Slopekvirus	Genus	206:03:00	60:03:00
13090	Schizotequatrovirus	Genus	214:02:00	
29310	Homburgvirus	Genus	465:06:00	
14786	Mardivirus	Genus	171:07:00	37:00:00
12936	Schizotequatrovirus	Genus	103:05:00	
11796	Caulimovirus	Genus	99:04:00	
10112	Cytomegalovirus	Genus	38:09:00	35:02:00
2862	Whispovirus	Genus	156:09:00	38:02:00
18964	Pandoravirus	Genus	109:09:00	35:06:00
27310	Alphasphaerolipovirus	Genus	86:03:00	42:07:00
30198	Nitunavirus	Genus	107:02:00	
19036	Pandoravirus	Genus	108:07:00	
29191	Certrevirus	Genus	303:08:00	
2113	Whispovirus	Genus	97:01:00	
29323	Homburgvirus	Genus	134:02:00	
20669	Alphabaculovirus	Genus	141:07:00	88:04:00
25640	Betaentomopoxvirus	Genus	155:02:00	60:04:00
19347	Pandoravirus	Genus	120:01:00	
2198	Whispovirus	Genus	290:06:00	45:04:00
2802	Whispovirus	Genus	163:02:00	33:00:00
19109	Pandoravirus	Genus	196:02:00	
8412	Alphatectivirus	Genus	106:00:00	
26718	Krischvirus	Genus	247:09:00	
2219	Whispovirus	Genus	234:06:00	
28137	Nyavirus	Genus	231:00:00	36:08:00
2678	Whispovirus	Genus	115:06:00	
2906	Whispovirus	Genus	258:08:00	33:07:00
22022	Badnavirus	Genus	168:05:00	
1810	Mardivirus	Genus	274:08:00	43:04:00
27815	Betalipothrixvirus	Genus	124:03:00	33:04:00
20168	Marseillevirus	Genus	56:06:00	
27657	Chlorovirus	Genus	68:04:00	38:01:00
2606	Whispovirus	Genus	182:01:00	
27744	Betalipothrixvirus	Genus	128:03:00	107:04:00
28534	Nankokuvirus	Genus	195:06:00	127:08:00
23854	Kochikohdavirus	Genus	316:02:00	
19193	Pandoravirus	Genus	198:09:00	
19232	Pandoravirus	Genus	89:01:00	
4308	Cyprinivirus	Genus	148:09:00	31:07:00
19122	Pandoravirus	Genus	139:08:00	
19548	Pandoravirus	Genus	170:09:00	
16182	Fromanvirus	Genus	221:01:00	
18489	Siminovitchvirus	Genus	129:03:00	42:08:00
23936	Emdodecavirus	Genus	137:02:00	37:04:00
10568	Fletchervirus	Genus	207:07:00	
2814	Whispovirus	Genus	201:06:00	
29127	Certrevirus	Genus	131:04:00	
17134	Alphabaculovirus	Genus	143:02:00	
29379	Homburgvirus	Genus	140:04:00	
25088	Chlorovirus	Genus	136:03:00	44:07:00
8904	Cytomegalovirus	Genus	159:04:00	
19579	Pandoravirus	Genus	57:03:00	
19418	Pandoravirus	Genus	118:05:00	
23304	Slashvirus	Genus	113:07:00	37:02:00
14722	Fromanvirus	Genus	117:08:00	
30670	Betaentomopoxvirus	Genus	44:07:00	
11760	Aviadenovirus	Genus	200:02:00	41:01:00
29380	Homburgvirus	Genus	205:04:00	
20675	Alphabaculovirus	Genus	92:01:00	38:03:00
15544	Mimivirus	Genus	74:09:00	
28062	Okubovirus	Genus	167:05:00	150:07:00
14206	Fromanvirus	Genus	127:06:00	36:05:00
27301	Alphasphaerolipovirus	Genus	485:03:00	269:00:00
1754	Mardivirus	Genus	128:07:00	31:08:00
17152	Alphabaculovirus	Genus	172:06:00	
2782	Whispovirus	Genus	182:05:00	52:01:00
28820	Seunavirus	Genus	143:01:00	
14360	Fromanvirus	Genus	176:03:00	
17085	Ascovirus	Genus	581:01:00	
26985	Lessievirus	Genus	105:01:00	82:04:00
19011	Pandoravirus	Genus	85:07:00	73:03:00
23438	Gordtnkvirus	Genus	261:04:00	49:04:00
29369	Homburgvirus	Genus	168:02:00	33:09:00
4360	Cyprinivirus	Genus	204:06:00	
18993	Pandoravirus	Genus	276:08:00	
27952	Barnyardvirus	Genus	202:07:00	54:00:00
2188	Whispovirus	Genus	96:08:00	
25610	Betaentomopoxvirus	Genus	61:01:00	33:03:00
20209	Marseillevirus	Genus	72:06:00	40:00:00
20489	Marseillevirus	Genus	91:08:00	78:05:00
30176	Cequinquevirus	Genus	85:00:00	55:00:00
18099	Andromedavirus	Genus	39:07:00	
15226	Mimivirus	Genus	148:08:00	
30986	Kayvirus	Genus	118:01:00	41:09:00
13149	Mimivirus	Genus	172:09:00	
13264	Phikzvirus	Genus	158:08:00	144:06:00
18320	Proboscivirus	Genus	155:05:00	51:00:00
4357	Cyprinivirus	Genus	48:04:00	
28742	Chloriridovirus	Genus	57:09:00	
17147	Alphabaculovirus	Genus	74:08:00	
20079	Marseillevirus	Genus	45:04:00	
17927	Flavivirus	Genus	228:06:00	143:04:00
20417	Marseillevirus	Genus	159:04:00	38:08:00
8635	Betanecrovirus	Genus	83:07:00	
25659	Betaentomopoxvirus	Genus	212:08:00	199:04:00
19987	Saphexavirus	Genus	115:07:00	
20682	Alphabaculovirus	Genus	130:00:00	43:08:00
16386	Ampelovirus	Genus	32:05:00	
30531	Andromedavirus	Genus	111:03:00	89:00:00
11775	Aviadenovirus	Genus	193:07:00	
25913	Betaentomopoxvirus	Genus	239:07:00	49:03:00
25654	Betaentomopoxvirus	Genus	292:00:00	280:08:00
27717	Seunavirus	Genus	108:06:00	101:06:00
26613	Krischvirus	Genus	233:08:00	
4337	Cyprinivirus	Genus	657:09:00	
27466	Chloriridovirus	Genus	172:07:00	
10743	Ostreavirus	Genus	1049:03:00	793:06:00
8416	Alphatectivirus	Genus	162:00:00	
3547	Avipoxvirus	Genus	158:00:00	
16481	Nebovirus	Genus	59:01:00	
19994	Saphexavirus	Genus	166:01:00	
24588	Slopekvirus	Genus	131:06:00	
21758	Pecentumvirus	Genus	199:00:00	42:00:00
21010	Agatevirus	Genus	131:04:00	53:05:00
25639	Betaentomopoxvirus	Genus	632:04:00	556:03:00
9855	Leporipoxvirus	Genus	344:00:00	
20050	Marseillevirus	Genus	62:06:00	38:08:00
6314	Teseptimavirus	Genus	76:07:00	
26830	Karamvirus	Genus	36:08:00	34:05:00
28732	Chloriridovirus	Genus	38:02:00	
29106	Certrevirus	Genus	131:01:00	43:08:00
26068	Betalipothrixvirus	Genus	115:02:00	
25621	Betaentomopoxvirus	Genus	388:01:00	343:04:00
25626	Betaentomopoxvirus	Genus	227:00:00	199:09:00
29481	Bastillevirus	Genus	143:03:00	124:00:00
25645	Betaentomopoxvirus	Genus	190:03:00	164:05:00
18889	Pandoravirus	Genus	157:01:00	37:09:00
10176	Eragrovirus	Genus	211:01:00	36:00:00
8893	Cytomegalovirus	Genus	180:05:00	
27505	Chloriridovirus	Genus	129:08:00	
23810	Felixounavirus	Genus	162:08:00	
26095	Betalipothrixvirus	Genus	152:02:00	
8433	Megalocytivirus	Genus	142:07:00	42:02:00
28127	Tequatrovirus	Genus	168:07:00	147:05:00
30845	Helsingorvirus	Genus	127:00:00	33:00:00
19996	Saphexavirus	Genus	172:05:00	
29315	Homburgvirus	Genus	260:05:00	33:05:00
15272	Mimivirus	Genus	96:06:00	
27513	Chloriridovirus	Genus	187:03:00	38:02:00
19160	Pandoravirus	Genus	84:08:00	39:03:00
27480	Chloriridovirus	Genus	437:05:00	
19312	Pandoravirus	Genus	339:06:00	67:06:00
2647	Whispovirus	Genus	184:05:00	47:06:00
19584	Pandoravirus	Genus	47:09:00	33:05:00
17945	Gamaleyavirus	Genus	164:03:00	34:04:00
30910	Chloriridovirus	Genus	55:07:00	
17153	Alphabaculovirus	Genus	107:01:00	
30963	Bequatrovirus	Genus	363:00:00	
27521	Chloriridovirus	Genus	157:01:00	
12921	Schizotequatrovirus	Genus	128:03:00	
26597	Krischvirus	Genus	240:02:00	
25796	Betabaculovirus	Genus	93:00:00	
10081	Norovirus	Genus	185:03:00	32:03:00
12348	Tequatrovirus	Genus	45:02:00	41:02:00
22261	Alphabaculovirus	Genus	78:02:00	
25631	Betaentomopoxvirus	Genus	173:09:00	152:05:00
23813	Kochikohdavirus	Genus	314:00:00	54:00:00
8442	Megalocytivirus	Genus	222:02:00	
2673	Whispovirus	Genus	186:01:00	64:08:00
26078	Betalipothrixvirus	Genus	166:09:00	
26676	Krischvirus	Genus	133:08:00	49:07:00
17146	Alphabaculovirus	Genus	103:06:00	
20009	Saphexavirus	Genus	287:00:00	
28001	Barnyardvirus	Genus	71:00:00	
3179	Alphabaculovirus	Genus	118:09:00	
22747	Teseptimavirus	Genus	146:06:00	83:05:00
18495	Siminovitchvirus	Genus	203:07:00	42:08:00
26640	Krischvirus	Genus	140:05:00	
20560	Mamastrovirus	Genus	131:03:00	37:02:00
27618	Chlorovirus	Genus	58:02:00	33:03:00
16480	Nebovirus	Genus	85:07:00	
25854	Betaentomopoxvirus	Genus	394:02:00	307:03:00
19308	Pandoravirus	Genus	312:02:00	57:01:00
27502	Chloriridovirus	Genus	106:05:00	33:03:00
20167	Marseillevirus	Genus	188:01:00	40:00:00
20090	Marseillevirus	Genus	77:01:00	
4396	Cyprinivirus	Genus	151:03:00	53:08:00
21562	Ranavirus	Genus	343:08:00	37:05:00
23969	Emdodecavirus	Genus	164:01:00	33:08:00
18990	Pandoravirus	Genus	172:02:00	
25980	Atadenovirus	Genus	46:06:00	
25611	Betaentomopoxvirus	Genus	115:02:00	51:06:00
23492	Gordtnkvirus	Genus	172:04:00	67:02:00
21649	Lentivirus	Genus	156:04:00	46:04:00
25852	Betaentomopoxvirus	Genus	308:06:00	62:01:00
25633	Betaentomopoxvirus	Genus	379:06:00	295:07:00
20668	Alphabaculovirus	Genus	127:07:00	43:03:00
26621	Krischvirus	Genus	113:03:00	
27518	Chloriridovirus	Genus	88:08:00	33:00:00
24362	Acadianvirus	Genus	90:00:00	32:08:00
23448	Gordtnkvirus	Genus	129:02:00	40:03:00
3539	Avipoxvirus	Genus	104:04:00	37:07:00
19359	Pandoravirus	Genus	281:02:00	37:04:00
21927	Baltimorevirus	Genus	102:02:00	
19168	Pandoravirus	Genus	521:00:00	
15141	Mimivirus	Genus	64:06:00	
14375	Fromanvirus	Genus	143:07:00	
6449	Alphatectivirus	Genus	239:02:00	36:01:00
17854	Elvirus	Genus	257:01:00	248:03:00
19278	Pandoravirus	Genus	184:05:00	35:01:00
30828	Helsingorvirus	Genus	173:01:00	36:06:00
23034	Kuravirus	Genus	345:00:00	
27457	Chloriridovirus	Genus	157:00:00	
26065	Betalipothrixvirus	Genus	150:05:00	
29109	Certrevirus	Genus	278:07:00	38:06:00
23010	Kuravirus	Genus	155:02:00	
12091	Alphabaculovirus	Genus	85:08:00	
4394	Cyprinivirus	Genus	120:06:00	37:04:00
